# test name,category,real vulnerability,cwe,Benchmark version: 1.2,2016-06-1,Full Category Name
BenchmarkTest01372,weakrand,False,330,,,Weak Randomness
BenchmarkTest01373,weakrand,False,330,,,Weak Randomness
BenchmarkTest01374,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01375,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01376,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01377,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01378,sqli,False,89,,,SQL Injection
BenchmarkTest01379,sqli,True,89,,,SQL Injection
BenchmarkTest01380,sqli,False,89,,,SQL Injection
BenchmarkTest01381,sqli,True,89,,,SQL Injection
BenchmarkTest01382,sqli,True,89,,,SQL Injection
BenchmarkTest01383,sqli,True,89,,,SQL Injection
BenchmarkTest01384,sqli,True,89,,,SQL Injection
BenchmarkTest01385,sqli,False,89,,,SQL Injection
BenchmarkTest01386,sqli,False,89,,,SQL Injection
BenchmarkTest01387,sqli,False,89,,,SQL Injection
BenchmarkTest01388,sqli,True,89,,,SQL Injection
BenchmarkTest01389,sqli,False,89,,,SQL Injection
BenchmarkTest01390,sqli,True,89,,,SQL Injection
BenchmarkTest01391,sqli,True,89,,,SQL Injection
BenchmarkTest01392,sqli,False,89,,,SQL Injection
BenchmarkTest01393,sqli,False,89,,,SQL Injection
BenchmarkTest01394,sqli,True,89,,,SQL Injection
BenchmarkTest01395,sqli,True,89,,,SQL Injection
BenchmarkTest01396,sqli,True,89,,,SQL Injection
BenchmarkTest01397,xpathi,False,643,,,XPATH Injection
BenchmarkTest01398,crypto,True,327,,,Weak Cryptography
BenchmarkTest01399,crypto,False,327,,,Weak Cryptography
BenchmarkTest01400,crypto,False,327,,,Weak Cryptography
BenchmarkTest01401,crypto,False,327,,,Weak Cryptography
BenchmarkTest01402,ldapi,False,90,,,LDAP Injection
BenchmarkTest01403,pathtraver,True,22,,,Path Traversal
BenchmarkTest01404,pathtraver,False,22,,,Path Traversal
BenchmarkTest01405,pathtraver,True,22,,,Path Traversal
BenchmarkTest01406,pathtraver,False,22,,,Path Traversal
BenchmarkTest01407,pathtraver,False,22,,,Path Traversal
BenchmarkTest01408,pathtraver,True,22,,,Path Traversal
BenchmarkTest01409,pathtraver,False,22,,,Path Traversal
BenchmarkTest01410,hash,False,328,,,Weak Hashing
BenchmarkTest01411,hash,True,328,,,Weak Hashing
BenchmarkTest01412,hash,False,328,,,Weak Hashing
BenchmarkTest01413,hash,False,328,,,Weak Hashing
BenchmarkTest01414,hash,True,328,,,Weak Hashing
BenchmarkTest01415,hash,True,328,,,Weak Hashing
BenchmarkTest01416,hash,True,328,,,Weak Hashing
BenchmarkTest01417,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01418,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01419,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01420,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01421,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01422,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01423,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01424,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01425,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01426,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01427,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01428,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01429,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01430,cmdi,True,78,,,Command Injection
BenchmarkTest01431,weakrand,True,330,,,Weak Randomness
BenchmarkTest01432,weakrand,True,330,,,Weak Randomness
BenchmarkTest01433,weakrand,True,330,,,Weak Randomness
BenchmarkTest01434,weakrand,True,330,,,Weak Randomness
BenchmarkTest01435,weakrand,True,330,,,Weak Randomness
BenchmarkTest01436,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01437,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01438,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01439,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01440,cmdi,False,78,,,Command Injection
BenchmarkTest01441,cmdi,True,78,,,Command Injection
BenchmarkTest01442,cmdi,True,78,,,Command Injection
BenchmarkTest01443,cmdi,False,78,,,Command Injection
BenchmarkTest01444,cmdi,False,78,,,Command Injection
BenchmarkTest01445,cmdi,False,78,,,Command Injection
BenchmarkTest01446,cmdi,True,78,,,Command Injection
BenchmarkTest01447,weakrand,False,330,,,Weak Randomness
BenchmarkTest01448,weakrand,False,330,,,Weak Randomness
BenchmarkTest01449,weakrand,False,330,,,Weak Randomness
BenchmarkTest01450,weakrand,False,330,,,Weak Randomness
BenchmarkTest01451,weakrand,False,330,,,Weak Randomness
BenchmarkTest01452,weakrand,False,330,,,Weak Randomness
BenchmarkTest01453,weakrand,False,330,,,Weak Randomness
BenchmarkTest01454,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01455,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01456,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01457,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01458,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01459,sqli,False,89,,,SQL Injection
BenchmarkTest01460,sqli,True,89,,,SQL Injection
BenchmarkTest01461,sqli,False,89,,,SQL Injection
BenchmarkTest01462,sqli,True,89,,,SQL Injection
BenchmarkTest01463,sqli,True,89,,,SQL Injection
BenchmarkTest01464,sqli,True,89,,,SQL Injection
BenchmarkTest01465,sqli,True,89,,,SQL Injection
BenchmarkTest01466,sqli,True,89,,,SQL Injection
BenchmarkTest01467,sqli,False,89,,,SQL Injection
BenchmarkTest01468,sqli,False,89,,,SQL Injection
BenchmarkTest01469,sqli,False,89,,,SQL Injection
BenchmarkTest01470,sqli,True,89,,,SQL Injection
BenchmarkTest01471,sqli,True,89,,,SQL Injection
BenchmarkTest01472,sqli,False,89,,,SQL Injection
BenchmarkTest01473,sqli,True,89,,,SQL Injection
BenchmarkTest01474,sqli,True,89,,,SQL Injection
BenchmarkTest01475,sqli,True,89,,,SQL Injection
BenchmarkTest01476,sqli,True,89,,,SQL Injection
BenchmarkTest01477,sqli,True,89,,,SQL Injection
BenchmarkTest01478,xpathi,True,643,,,XPATH Injection
BenchmarkTest01479,xpathi,False,643,,,XPATH Injection
BenchmarkTest01480,crypto,True,327,,,Weak Cryptography
BenchmarkTest01481,crypto,False,327,,,Weak Cryptography
BenchmarkTest01482,crypto,False,327,,,Weak Cryptography
BenchmarkTest01483,crypto,True,327,,,Weak Cryptography
BenchmarkTest01484,crypto,True,327,,,Weak Cryptography
BenchmarkTest01485,crypto,False,327,,,Weak Cryptography
BenchmarkTest01486,crypto,True,327,,,Weak Cryptography
BenchmarkTest01487,crypto,False,327,,,Weak Cryptography
BenchmarkTest01488,crypto,False,327,,,Weak Cryptography
BenchmarkTest01489,crypto,True,327,,,Weak Cryptography
BenchmarkTest01490,ldapi,True,90,,,LDAP Injection
BenchmarkTest01491,ldapi,False,90,,,LDAP Injection
BenchmarkTest01492,ldapi,False,90,,,LDAP Injection
BenchmarkTest01493,pathtraver,False,22,,,Path Traversal
BenchmarkTest01494,pathtraver,True,22,,,Path Traversal
BenchmarkTest01495,pathtraver,True,22,,,Path Traversal
BenchmarkTest01496,pathtraver,True,22,,,Path Traversal
BenchmarkTest01497,pathtraver,True,22,,,Path Traversal
BenchmarkTest01498,pathtraver,True,22,,,Path Traversal
BenchmarkTest01499,pathtraver,False,22,,,Path Traversal
BenchmarkTest01500,pathtraver,True,22,,,Path Traversal
BenchmarkTest01501,ldapi,True,90,,,LDAP Injection
BenchmarkTest01502,weakrand,True,330,,,Weak Randomness
BenchmarkTest01503,hash,True,328,,,Weak Hashing
BenchmarkTest01504,hash,True,328,,,Weak Hashing
BenchmarkTest01505,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01506,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01507,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01508,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01509,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01510,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01511,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01512,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01513,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01514,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01515,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01516,cmdi,False,78,,,Command Injection
BenchmarkTest01517,cmdi,True,78,,,Command Injection
BenchmarkTest01518,weakrand,True,330,,,Weak Randomness
BenchmarkTest01519,weakrand,True,330,,,Weak Randomness
BenchmarkTest01520,weakrand,True,330,,,Weak Randomness
BenchmarkTest01521,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01522,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01523,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01524,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01525,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01526,cmdi,False,78,,,Command Injection
BenchmarkTest01527,cmdi,False,78,,,Command Injection
BenchmarkTest01528,cmdi,False,78,,,Command Injection
BenchmarkTest01529,cmdi,False,78,,,Command Injection
BenchmarkTest01530,cmdi,False,78,,,Command Injection
BenchmarkTest01531,cmdi,True,78,,,Command Injection
BenchmarkTest01532,cmdi,False,78,,,Command Injection
BenchmarkTest01533,cmdi,True,78,,,Command Injection
BenchmarkTest01534,weakrand,False,330,,,Weak Randomness
BenchmarkTest01535,weakrand,False,330,,,Weak Randomness
BenchmarkTest01536,weakrand,False,330,,,Weak Randomness
BenchmarkTest01537,weakrand,False,330,,,Weak Randomness
BenchmarkTest01538,weakrand,False,330,,,Weak Randomness
BenchmarkTest01539,weakrand,False,330,,,Weak Randomness
BenchmarkTest01540,weakrand,False,330,,,Weak Randomness
BenchmarkTest01541,weakrand,False,330,,,Weak Randomness
BenchmarkTest01542,weakrand,False,330,,,Weak Randomness
BenchmarkTest01543,weakrand,False,330,,,Weak Randomness
BenchmarkTest01544,weakrand,False,330,,,Weak Randomness
BenchmarkTest01545,weakrand,False,330,,,Weak Randomness
BenchmarkTest01546,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01547,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01548,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01549,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01550,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01551,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01552,sqli,True,89,,,SQL Injection
BenchmarkTest01553,sqli,False,89,,,SQL Injection
BenchmarkTest01554,sqli,True,89,,,SQL Injection
BenchmarkTest01555,sqli,False,89,,,SQL Injection
BenchmarkTest01556,sqli,False,89,,,SQL Injection
BenchmarkTest01557,sqli,True,89,,,SQL Injection
BenchmarkTest01558,sqli,True,89,,,SQL Injection
BenchmarkTest01559,sqli,True,89,,,SQL Injection
BenchmarkTest01560,sqli,True,89,,,SQL Injection
BenchmarkTest01561,xpathi,True,643,,,XPATH Injection
BenchmarkTest01562,xpathi,False,643,,,XPATH Injection
BenchmarkTest01563,crypto,False,327,,,Weak Cryptography
BenchmarkTest01564,crypto,False,327,,,Weak Cryptography
BenchmarkTest01565,crypto,True,327,,,Weak Cryptography
BenchmarkTest01566,crypto,True,327,,,Weak Cryptography
BenchmarkTest01567,crypto,False,327,,,Weak Cryptography
BenchmarkTest01568,ldapi,True,90,,,LDAP Injection
BenchmarkTest01569,ldapi,False,90,,,LDAP Injection
BenchmarkTest01570,pathtraver,False,22,,,Path Traversal
BenchmarkTest01571,pathtraver,True,22,,,Path Traversal
BenchmarkTest01572,pathtraver,True,22,,,Path Traversal
BenchmarkTest01573,pathtraver,False,22,,,Path Traversal
BenchmarkTest01574,pathtraver,False,22,,,Path Traversal
BenchmarkTest01575,weakrand,True,330,,,Weak Randomness
BenchmarkTest01576,hash,False,328,,,Weak Hashing
BenchmarkTest01577,hash,True,328,,,Weak Hashing
BenchmarkTest01578,hash,False,328,,,Weak Hashing
BenchmarkTest01579,hash,True,328,,,Weak Hashing
BenchmarkTest01580,hash,True,328,,,Weak Hashing
BenchmarkTest01581,hash,False,328,,,Weak Hashing
BenchmarkTest01582,hash,False,328,,,Weak Hashing
BenchmarkTest01583,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01584,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01585,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01586,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01587,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01588,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01589,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01590,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01591,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01592,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01593,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01594,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01595,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01596,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01597,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01598,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01599,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01600,cmdi,False,78,,,Command Injection
BenchmarkTest01601,cmdi,True,78,,,Command Injection
BenchmarkTest01602,weakrand,True,330,,,Weak Randomness
BenchmarkTest01603,weakrand,True,330,,,Weak Randomness
BenchmarkTest01604,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01605,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01606,cmdi,False,78,,,Command Injection
BenchmarkTest01607,cmdi,False,78,,,Command Injection
BenchmarkTest01608,cmdi,False,78,,,Command Injection
BenchmarkTest01609,cmdi,True,78,,,Command Injection
BenchmarkTest01610,cmdi,True,78,,,Command Injection
BenchmarkTest01611,weakrand,False,330,,,Weak Randomness
BenchmarkTest01612,weakrand,False,330,,,Weak Randomness
BenchmarkTest01613,weakrand,False,330,,,Weak Randomness
BenchmarkTest01614,weakrand,False,330,,,Weak Randomness
BenchmarkTest01615,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01616,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01617,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01618,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01619,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01620,sqli,True,89,,,SQL Injection
BenchmarkTest01621,sqli,True,89,,,SQL Injection
BenchmarkTest01622,sqli,False,89,,,SQL Injection
BenchmarkTest01623,sqli,True,89,,,SQL Injection
BenchmarkTest01624,sqli,True,89,,,SQL Injection
BenchmarkTest01625,sqli,True,89,,,SQL Injection
BenchmarkTest01626,sqli,True,89,,,SQL Injection
BenchmarkTest01627,sqli,True,89,,,SQL Injection
BenchmarkTest01628,sqli,False,89,,,SQL Injection
BenchmarkTest01629,sqli,False,89,,,SQL Injection
BenchmarkTest01630,sqli,True,89,,,SQL Injection
BenchmarkTest01631,sqli,True,89,,,SQL Injection
BenchmarkTest01632,xpathi,False,643,,,XPATH Injection
BenchmarkTest01633,xpathi,False,643,,,XPATH Injection
BenchmarkTest01634,crypto,True,327,,,Weak Cryptography
BenchmarkTest01635,crypto,False,327,,,Weak Cryptography
BenchmarkTest01636,crypto,False,327,,,Weak Cryptography
BenchmarkTest01637,crypto,True,327,,,Weak Cryptography
BenchmarkTest01638,crypto,True,327,,,Weak Cryptography
BenchmarkTest01639,crypto,True,327,,,Weak Cryptography
BenchmarkTest01640,crypto,False,327,,,Weak Cryptography
BenchmarkTest01641,crypto,True,327,,,Weak Cryptography
BenchmarkTest01642,pathtraver,True,22,,,Path Traversal
BenchmarkTest01643,pathtraver,True,22,,,Path Traversal
BenchmarkTest01644,pathtraver,False,22,,,Path Traversal
BenchmarkTest01645,pathtraver,True,22,,,Path Traversal
BenchmarkTest01646,pathtraver,False,22,,,Path Traversal
BenchmarkTest01647,pathtraver,True,22,,,Path Traversal
BenchmarkTest01648,weakrand,True,330,,,Weak Randomness
BenchmarkTest01649,hash,True,328,,,Weak Hashing
BenchmarkTest01650,hash,True,328,,,Weak Hashing
BenchmarkTest01651,hash,True,328,,,Weak Hashing
BenchmarkTest01652,hash,False,328,,,Weak Hashing
BenchmarkTest01653,hash,True,328,,,Weak Hashing
BenchmarkTest01654,hash,True,328,,,Weak Hashing
BenchmarkTest01655,hash,False,328,,,Weak Hashing
BenchmarkTest01656,hash,False,328,,,Weak Hashing
BenchmarkTest01657,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01658,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01659,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01660,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01661,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01662,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01663,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01664,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01665,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01666,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01667,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01668,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01669,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01670,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01671,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01672,cmdi,False,78,,,Command Injection
BenchmarkTest01673,cmdi,True,78,,,Command Injection
BenchmarkTest01674,cmdi,True,78,,,Command Injection
BenchmarkTest01675,weakrand,True,330,,,Weak Randomness
BenchmarkTest01676,weakrand,True,330,,,Weak Randomness
BenchmarkTest01677,weakrand,True,330,,,Weak Randomness
BenchmarkTest01678,weakrand,True,330,,,Weak Randomness
BenchmarkTest01679,weakrand,True,330,,,Weak Randomness
BenchmarkTest01680,weakrand,True,330,,,Weak Randomness
BenchmarkTest01681,weakrand,True,330,,,Weak Randomness
BenchmarkTest01682,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01683,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01684,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest01685,cmdi,True,78,,,Command Injection
BenchmarkTest01686,cmdi,False,78,,,Command Injection
BenchmarkTest01687,cmdi,False,78,,,Command Injection
BenchmarkTest01688,cmdi,False,78,,,Command Injection
BenchmarkTest01689,cmdi,True,78,,,Command Injection
BenchmarkTest01690,cmdi,True,78,,,Command Injection
BenchmarkTest01691,cmdi,True,78,,,Command Injection
BenchmarkTest01692,cmdi,False,78,,,Command Injection
BenchmarkTest01693,cmdi,False,78,,,Command Injection
BenchmarkTest01694,weakrand,False,330,,,Weak Randomness
BenchmarkTest01695,weakrand,False,330,,,Weak Randomness
BenchmarkTest01696,weakrand,False,330,,,Weak Randomness
BenchmarkTest01697,weakrand,False,330,,,Weak Randomness
BenchmarkTest01698,weakrand,False,330,,,Weak Randomness
BenchmarkTest01699,weakrand,False,330,,,Weak Randomness
BenchmarkTest01700,weakrand,False,330,,,Weak Randomness
BenchmarkTest01701,weakrand,False,330,,,Weak Randomness
BenchmarkTest01702,weakrand,False,330,,,Weak Randomness
BenchmarkTest01703,weakrand,False,330,,,Weak Randomness
BenchmarkTest01704,weakrand,False,330,,,Weak Randomness
BenchmarkTest01705,weakrand,False,330,,,Weak Randomness
BenchmarkTest01706,weakrand,False,330,,,Weak Randomness
BenchmarkTest01707,weakrand,False,330,,,Weak Randomness
BenchmarkTest01708,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01709,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01710,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01711,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest01712,sqli,True,89,,,SQL Injection
BenchmarkTest01713,sqli,False,89,,,SQL Injection
BenchmarkTest01714,sqli,False,89,,,SQL Injection
BenchmarkTest01715,sqli,True,89,,,SQL Injection
BenchmarkTest01716,sqli,True,89,,,SQL Injection
BenchmarkTest01717,sqli,False,89,,,SQL Injection
BenchmarkTest01718,sqli,True,89,,,SQL Injection
BenchmarkTest01719,sqli,False,89,,,SQL Injection
BenchmarkTest01720,sqli,True,89,,,SQL Injection
BenchmarkTest01721,sqli,True,89,,,SQL Injection
BenchmarkTest01722,sqli,False,89,,,SQL Injection
BenchmarkTest01723,sqli,True,89,,,SQL Injection
BenchmarkTest01724,sqli,True,89,,,SQL Injection
BenchmarkTest01725,sqli,True,89,,,SQL Injection
BenchmarkTest01726,sqli,True,89,,,SQL Injection
BenchmarkTest01727,sqli,True,89,,,SQL Injection
BenchmarkTest01728,sqli,True,89,,,SQL Injection
BenchmarkTest01729,sqli,False,89,,,SQL Injection
BenchmarkTest01730,sqli,True,89,,,SQL Injection
BenchmarkTest01731,sqli,True,89,,,SQL Injection
BenchmarkTest01732,sqli,False,89,,,SQL Injection
BenchmarkTest01733,sqli,True,89,,,SQL Injection
BenchmarkTest01734,xpathi,True,643,,,XPATH Injection
BenchmarkTest01735,xpathi,False,643,,,XPATH Injection
BenchmarkTest01736,xpathi,True,643,,,XPATH Injection
BenchmarkTest01737,crypto,False,327,,,Weak Cryptography
BenchmarkTest01738,crypto,False,327,,,Weak Cryptography
BenchmarkTest01739,crypto,False,327,,,Weak Cryptography
BenchmarkTest01740,crypto,True,327,,,Weak Cryptography
BenchmarkTest01741,crypto,True,327,,,Weak Cryptography
BenchmarkTest01742,crypto,True,327,,,Weak Cryptography
BenchmarkTest01743,ldapi,False,90,,,LDAP Injection
BenchmarkTest01744,pathtraver,False,22,,,Path Traversal
BenchmarkTest01745,pathtraver,False,22,,,Path Traversal
BenchmarkTest01746,pathtraver,False,22,,,Path Traversal
BenchmarkTest01747,pathtraver,False,22,,,Path Traversal
BenchmarkTest01748,pathtraver,False,22,,,Path Traversal
BenchmarkTest01749,pathtraver,False,22,,,Path Traversal
BenchmarkTest01750,pathtraver,False,22,,,Path Traversal
BenchmarkTest01751,pathtraver,False,22,,,Path Traversal
BenchmarkTest01752,pathtraver,False,22,,,Path Traversal
BenchmarkTest01753,ldapi,False,90,,,LDAP Injection
BenchmarkTest01754,ldapi,False,90,,,LDAP Injection
BenchmarkTest01755,ldapi,False,90,,,LDAP Injection
BenchmarkTest01756,ldapi,False,90,,,LDAP Injection
BenchmarkTest01757,hash,True,328,,,Weak Hashing
BenchmarkTest01758,hash,False,328,,,Weak Hashing
BenchmarkTest01759,hash,False,328,,,Weak Hashing
BenchmarkTest01760,hash,False,328,,,Weak Hashing
BenchmarkTest01761,hash,True,328,,,Weak Hashing
BenchmarkTest01762,hash,False,328,,,Weak Hashing
BenchmarkTest01763,hash,False,328,,,Weak Hashing
BenchmarkTest01764,hash,False,328,,,Weak Hashing
BenchmarkTest01765,hash,True,328,,,Weak Hashing
BenchmarkTest01766,hash,True,328,,,Weak Hashing
BenchmarkTest01767,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01768,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01769,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01770,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01771,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01772,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01773,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01774,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01775,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01776,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01777,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01778,cmdi,False,78,,,Command Injection
BenchmarkTest01779,cmdi,False,78,,,Command Injection
BenchmarkTest01780,cmdi,False,78,,,Command Injection
BenchmarkTest01781,weakrand,True,330,,,Weak Randomness
BenchmarkTest01782,weakrand,True,330,,,Weak Randomness
BenchmarkTest01783,weakrand,True,330,,,Weak Randomness
BenchmarkTest01784,weakrand,True,330,,,Weak Randomness
BenchmarkTest01785,weakrand,True,330,,,Weak Randomness
BenchmarkTest01786,weakrand,True,330,,,Weak Randomness
BenchmarkTest01787,weakrand,True,330,,,Weak Randomness
BenchmarkTest01788,weakrand,True,330,,,Weak Randomness
BenchmarkTest01789,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest01790,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest01791,cmdi,False,78,,,Command Injection
BenchmarkTest01792,cmdi,False,78,,,Command Injection
BenchmarkTest01793,cmdi,False,78,,,Command Injection
BenchmarkTest01794,cmdi,False,78,,,Command Injection
BenchmarkTest01795,cmdi,False,78,,,Command Injection
BenchmarkTest01796,cmdi,False,78,,,Command Injection
BenchmarkTest01797,weakrand,False,330,,,Weak Randomness
BenchmarkTest01798,weakrand,False,330,,,Weak Randomness
BenchmarkTest01799,weakrand,False,330,,,Weak Randomness
BenchmarkTest01800,weakrand,False,330,,,Weak Randomness
BenchmarkTest01801,weakrand,False,330,,,Weak Randomness
BenchmarkTest01802,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest01803,sqli,False,89,,,SQL Injection
BenchmarkTest01804,sqli,False,89,,,SQL Injection
BenchmarkTest01805,sqli,False,89,,,SQL Injection
BenchmarkTest01806,sqli,False,89,,,SQL Injection
BenchmarkTest01807,sqli,False,89,,,SQL Injection
BenchmarkTest01808,sqli,False,89,,,SQL Injection
BenchmarkTest01809,sqli,False,89,,,SQL Injection
BenchmarkTest01810,sqli,False,89,,,SQL Injection
BenchmarkTest01811,sqli,False,89,,,SQL Injection
BenchmarkTest01812,sqli,False,89,,,SQL Injection
BenchmarkTest01813,sqli,False,89,,,SQL Injection
BenchmarkTest01814,sqli,False,89,,,SQL Injection
BenchmarkTest01815,sqli,False,89,,,SQL Injection
BenchmarkTest01816,sqli,False,89,,,SQL Injection
BenchmarkTest01817,sqli,False,89,,,SQL Injection
BenchmarkTest01818,sqli,False,89,,,SQL Injection
BenchmarkTest01819,sqli,False,89,,,SQL Injection
BenchmarkTest01820,sqli,False,89,,,SQL Injection
BenchmarkTest01821,xpathi,False,643,,,XPATH Injection
BenchmarkTest01822,crypto,True,327,,,Weak Cryptography
BenchmarkTest01823,crypto,True,327,,,Weak Cryptography
BenchmarkTest01824,crypto,False,327,,,Weak Cryptography
BenchmarkTest01825,crypto,False,327,,,Weak Cryptography
BenchmarkTest01826,crypto,False,327,,,Weak Cryptography
BenchmarkTest01827,crypto,False,327,,,Weak Cryptography
BenchmarkTest01828,crypto,False,327,,,Weak Cryptography
BenchmarkTest01829,crypto,True,327,,,Weak Cryptography
BenchmarkTest01830,crypto,True,327,,,Weak Cryptography
